,Date,Close,High,Low,Open,company
281,2021-12-06,72778.8671875,73569.08810850144,72519.83230703343,73315.56361769006,mrf
282,2021-12-07,262.6614990234375,274.7039921781494,248.00740111907533,248.00740111907533,reliance
282,2021-12-07,73109.2734375,73396.02321987094,72817.89803274313,72817.89803274313,mrf
282,2021-12-07,49.922630310058594,50.18976123211071,48.72598253253986,48.81285227563221,tata
283,2021-12-08,265.32147216796875,267.20765566246286,263.0967686522711,265.9985712477006,reliance
283,2021-12-08,74173.484375,74704.36772968783,73314.56985400022,73314.56985400022,mrf
283,2021-12-08,50.96508026123047,51.10624772629857,49.9074261343464,50.532895531734795,tata
284,2021-12-09,261.6459045410156,269.6258628125993,257.82518543988164,269.3840458952786,reliance
284,2021-12-09,74153.21875,74843.64727456938,73662.26632635781,74586.14910024201,mrf
284,2021-12-09,51.11276626586914,51.340800169638925,50.36567454638016,51.19312094381208,tata
285,2021-12-10,73782.109375,74456.99228423745,73525.30974183822,74177.39050763306,mrf
285,2021-12-10,51.256103515625,51.6339938751487,50.67841340027271,51.036755249884095,tata
285,2021-12-10,269.0938415527344,279.5403191818218,262.37132033933966,264.0640385350774,reliance
286,2021-12-13,50.608909606933594,52.079203286109326,50.461230389484065,51.55797491623716,tata
286,2021-12-13,277.3639831542969,279.54033524530706,271.80219447727086,275.671264861289,reliance
286,2021-12-13,73334.171875,74606.00053254719,73166.33010491045,74009.94726597557,mrf
287,2021-12-14,50.687095642089844,51.17574539354856,49.86399374106806,50.38738940075733,tata
287,2021-12-14,301.9809265136719,304.68926371702526,274.7039710972545,277.36395673287933,reliance
287,2021-12-14,73567.8828125,73711.72724611848,72798.02715541836,72798.02715541836,mrf
288,2021-12-15,50.11809539794922,51.05847517358885,49.95086765227365,51.03675607949699,tata
288,2021-12-15,309.38055419921875,318.2310470195867,299.8529622373005,305.6565679580225,reliance
288,2021-12-15,73465.0703125,74009.9624521646,73334.43527810457,73701.9549679074,mrf
289,2021-12-16,50.1332893371582,50.771792176290234,49.6859038958257,50.68926360653715,tata
289,2021-12-16,306.7205505371094,323.06736646971876,257.29317209863825,314.36195839119335,reliance
289,2021-12-16,72852.8046875,73892.71574020236,72683.72115742929,73848.30667203636,mrf
290,2021-12-17,299.3692932128906,315.5710239441214,288.2457168899561,306.96234904140874,reliance
290,2021-12-17,72082.71875,73294.69389987596,71628.08060768069,73294.69389987596,mrf
